mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_xgbclassifier__learning_rate,param_xgbclassifier__max_depth,param_xgbclassifier__n_estimators,params,split0_test_score,split1_test_score,split2_test_score,mean_test_score,std_test_score,rank_test_score
0.10153985023498535,0.010047368373729056,0.020769596099853516,0.0013221766798946085,0.01,3,50,"{'xgbclassifier__learning_rate': 0.01, 'xgbclassifier__max_depth': 3, 'xgbclassifier__n_estimators': 50}",0.7892824704813806,0.745685740236149,0.7618181818181818,0.7655954641785705,0.017997585366588298,8
0.11758192380269368,0.003315576565085119,0.01845264434814453,0.0002526358085744523,0.01,3,100,"{'xgbclassifier__learning_rate': 0.01, 'xgbclassifier__max_depth': 3, 'xgbclassifier__n_estimators': 100}",0.8001816530426885,0.776566757493188,0.7918181818181819,0.7895221974513529,0.009776484750426978,6
0.09990882873535156,0.0014738400583482712,0.018687089284261067,0.0007251330444875283,0.01,4,50,"{'xgbclassifier__learning_rate': 0.01, 'xgbclassifier__max_depth': 4, 'xgbclassifier__n_estimators': 50}",0.8165304268846503,0.7584014532243415,0.7927272727272727,0.7892197176120881,0.023860310166533335,7
0.1444071133931478,0.0019909887860516937,0.0192263126373291,0.0009084397390377251,0.01,4,100,"{'xgbclassifier__learning_rate': 0.01, 'xgbclassifier__max_depth': 4, 'xgbclassifier__n_estimators': 100}",0.8292461398728429,0.7865576748410535,0.8090909090909091,0.8082982412682685,0.017436503919466634,4
0.08117485046386719,0.0015429271686178499,0.018711566925048828,0.0018204208364647082,0.1,3,50,"{'xgbclassifier__learning_rate': 0.1, 'xgbclassifier__max_depth': 3, 'xgbclassifier__n_estimators': 50}",0.8147138964577657,0.8029064486830154,0.7963636363636364,0.8046613271681391,0.007593537175507053,5
0.11856762568155925,0.0076359615135491625,0.021554072697957356,0.003928606626272014,0.1,3,100,"{'xgbclassifier__learning_rate': 0.1, 'xgbclassifier__max_depth': 3, 'xgbclassifier__n_estimators': 100}",0.8119891008174387,0.8165304268846503,0.8072727272727273,0.811930751658272,0.0037796652404175957,3
0.09663105010986328,0.0034113383592301433,0.017498254776000977,0.0006144886634208412,0.1,4,50,"{'xgbclassifier__learning_rate': 0.1, 'xgbclassifier__max_depth': 4, 'xgbclassifier__n_estimators': 50}",0.8346957311534968,0.8328792007266121,0.8263636363636364,0.8313128560812485,0.003577338634408674,2
0.11236882209777832,0.02357784753958869,0.020682732264200848,0.006419604102634086,0.1,4,100,"{'xgbclassifier__learning_rate': 0.1, 'xgbclassifier__max_depth': 4, 'xgbclassifier__n_estimators': 100}",0.8328792007266121,0.8437783832879201,0.8363636363636363,0.8376737401260562,0.004544984343750802,1
